cluster_id,url_a,url_b,page_family_a,page_family_b,topic_cluster,title_token_overlap,heading_overlap,primary_intent_a,primary_intent_b,review_flag
TI-0744,https://echobuddha.com/articles/mindfulness-of-breathing-guide/,https://echobuddha.com/quotes/mindfulness/ground-yourself-gently/,ARTICLE,QUOTE_STORY,Mindfulness,0.2857,0.0465,practical guide,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0745,https://echobuddha.com/articles/mindfulness-for-better-sleep/,https://echobuddha.com/quotes/mindfulness/begin-the-day-with-awareness/,ARTICLE,QUOTE_STORY,Mindfulness,0.2857,0.0227,practical guide,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0746,https://echobuddha.com/articles/eightfold-path-explained/,https://echobuddha.com/quotes/practice/eightfold-path-daily-choices/,ARTICLE,QUOTE_STORY,Noble Eightfold Path,0.2857,0.0222,practical guide,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0747,https://echobuddha.com/learn/dhammapada-reflections/hatred-is-not-ended-by-hatred/,https://echobuddha.com/learn/dhammapada-reflections/,LEARN_GUIDE,LEARN_GUIDE,Dhamma / Dharma,0.2857,0,source study,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0748,https://echobuddha.com/learn/sutta-for-daily-life/magga-vibhanga-sutta-eightfold-path/,https://echobuddha.com/quotes/practice/eightfold-path-daily-choices/,LEARN_GUIDE,QUOTE_STORY,Noble Eightfold Path,0.2857,0,beginner explanation,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0749,https://echobuddha.com/learn/buddhist-dictionary/dukkha/,https://echobuddha.com/learn/buddhist-dictionary/mindfulness/,DICTIONARY_ENTRY,DICTIONARY_ENTRY,Mindfulness,0.2727,0.8462,glossary lookup,glossary lookup,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0750,https://echobuddha.com/learn/dhammapada-reflections/peace-comes-from-a-trained-mind/,https://echobuddha.com/learn/dhammapada-reflections/the-mind-leads-all-things/,LEARN_GUIDE,LEARN_GUIDE,Dhamma / Dharma,0.2727,0.8462,practical guide,source study,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0751,https://echobuddha.com/learn/sutta-for-daily-life/buddhas-teaching-on-patience/,https://echobuddha.com/learn/sutta-for-daily-life/kalama-sutta-and-wise-thinking/,LEARN_GUIDE,LEARN_GUIDE,Sutta Study,0.2727,0.8462,practical guide,source study,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0752,https://echobuddha.com/learn/buddhism-101/dependent-origination-explained/,https://echobuddha.com/learn/buddhism-101/the-three-jewels-explained/,BUDDHISM_101,BUDDHISM_101,Buddhist Concepts,0.2727,0.3636,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0753,https://echobuddha.com/learn/buddhism-101/five-hindrances-in-buddhism/,https://echobuddha.com/learn/buddhism-101/the-three-jewels-explained/,BUDDHISM_101,BUDDHISM_101,Buddhist Concepts,0.2727,0.3125,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0754,https://echobuddha.com/articles/beginning-a-daily-mindfulness-practice/,https://echobuddha.com/articles/mindfulness-vs-meditation/,ARTICLE,ARTICLE,Mindfulness,0.2727,0.3095,practical guide,comparison,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0755,https://echobuddha.com/articles/compassion-as-a-daily-discipline/,https://echobuddha.com/articles/metta-meditation-script/,ARTICLE,ARTICLE,Compassion,0.2727,0.2889,practical guide,script,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0756,https://echobuddha.com/articles/first-week-buddhist-practice/,https://echobuddha.com/learn/buddhism-101/how-to-practice-buddhism-at-home/,ARTICLE,BUDDHISM_101,Beginner Buddhism,0.2727,0.1,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0757,https://echobuddha.com/articles/what-is-buddhism-beginner-guide/,https://echobuddha.com/learn/buddhism-101/how-to-practice-buddhism-at-home/,ARTICLE,BUDDHISM_101,Beginner Buddhism,0.2727,0.0857,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0758,https://echobuddha.com/articles/beginning-a-daily-mindfulness-practice/,https://echobuddha.com/quotes/mindfulness/gratitude-notices-enough/,ARTICLE,QUOTE_STORY,Mindfulness,0.2727,0.0488,practical guide,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0759,https://echobuddha.com/articles/mindfulness-vs-meditation/,https://echobuddha.com/quotes/mindfulness/gratitude-notices-enough/,ARTICLE,QUOTE_STORY,Mindfulness,0.2727,0.0455,comparison,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0760,https://echobuddha.com/articles/creating-a-peaceful-corner-at-home/,https://echobuddha.com/quotes/meditation/few-quiet-minutes/,ARTICLE,QUOTE_STORY,Meditation,0.2727,0.0238,practical guide,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0761,https://echobuddha.com/articles/walking-meditation-step-by-step/,https://echobuddha.com/quotes/meditation/few-quiet-minutes/,ARTICLE,QUOTE_STORY,Meditation,0.2727,0.0238,practical guide,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0762,https://echobuddha.com/articles/three-ways-to-practice-patience/,https://echobuddha.com/quotes/patience/patience-softens-the-wait/,ARTICLE,QUOTE_STORY,Patience,0.2727,0.0233,practical guide,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0763,https://echobuddha.com/articles/how-to-meditate-for-anxiety/,https://echobuddha.com/quotes/meditation/meditation-is-returning/,ARTICLE,QUOTE_STORY,Meditation,0.2727,0.0227,practical guide,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0764,https://echobuddha.com/articles/letting-go-without-giving-up/,https://echobuddha.com/quotes/letting-go/forgiveness-without-approving-harm/,ARTICLE,QUOTE_STORY,Attachment and Letting Go,0.2727,0.0227,comparison,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0765,https://echobuddha.com/articles/mindfulness-of-breathing-guide/,https://echobuddha.com/meditation/mindfulness-in-daily-life/,ARTICLE,MEDITATION_GUIDE,Mindfulness,0.2727,0,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0766,https://echobuddha.com/articles/mindfulness-vs-meditation/,https://echobuddha.com/learn/buddhist-dictionary/sati/,ARTICLE,DICTIONARY_ENTRY,Mindfulness,0.2727,0,comparison,glossary lookup,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0767,https://echobuddha.com/learn/buddhism-101/four-brahmaviharas/,https://echobuddha.com/meditation/loving-kindness-meditation/,BUDDHISM_101,MEDITATION_GUIDE,Compassion,0.2727,0,comparison,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0768,https://echobuddha.com/learn/buddhism-101/how-to-practice-buddhism-at-home/,https://echobuddha.com/learn/buddhism-for-beginners/,BUDDHISM_101,LEARN_GUIDE,Beginner Buddhism,0.2727,0,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0769,https://echobuddha.com/learn/buddhist-dictionary/sati/,https://echobuddha.com/quotes/mindfulness/gratitude-notices-enough/,DICTIONARY_ENTRY,QUOTE_STORY,Mindfulness,0.2727,0,glossary lookup,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0770,https://echobuddha.com/learn/sutta-for-daily-life/how-to-read-a-buddhist-sutta/,https://echobuddha.com/learn/sutta-for-daily-life/,LEARN_GUIDE,LEARN_GUIDE,Sutta Study,0.2727,0,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0771,https://echobuddha.com/learn/sutta-for-daily-life/,https://echobuddha.com/learn/sutta-for-daily-life/kalama-sutta-and-wise-thinking/,LEARN_GUIDE,LEARN_GUIDE,Sutta Study,0.2727,0,practical guide,source study,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0772,https://echobuddha.com/learn/sutta-for-daily-life/mindfulness-of-breathing-explained-simply/,https://echobuddha.com/quotes/meditation/one-honest-breath/,LEARN_GUIDE,QUOTE_STORY,Mindfulness,0.2727,0,practical guide,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0773,https://echobuddha.com/meditation/meditation-posture-for-beginners/,https://echobuddha.com/quotes/meditation/few-quiet-minutes/,MEDITATION_GUIDE,QUOTE_STORY,Meditation,0.2727,0,practical guide,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0774,https://echobuddha.com/meditation/mindfulness-in-daily-life/,https://echobuddha.com/quotes/awareness/acceptance-before-next-step/,MEDITATION_GUIDE,QUOTE_STORY,Mindfulness,0.2727,0,practical guide,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0775,https://echobuddha.com/meditation/mindfulness-in-daily-life/,https://echobuddha.com/quotes/mindfulness/ground-yourself-gently/,MEDITATION_GUIDE,QUOTE_STORY,Mindfulness,0.2727,0,practical guide,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0776,https://echobuddha.com/meditation/mindfulness-in-daily-life/,https://echobuddha.com/quotes/renewal/begin-again-without-shame/,MEDITATION_GUIDE,QUOTE_STORY,Mindfulness,0.2727,0,practical guide,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0777,https://echobuddha.com/meditation/when-meditation-feels-hard/,https://echobuddha.com/quotes/meditation/meditation-is-returning/,MEDITATION_GUIDE,QUOTE_STORY,Meditation,0.2727,0,practical guide,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0778,https://echobuddha.com/meditation-guide/,https://echobuddha.com/quotes/meditation/few-quiet-minutes/,MEDITATION_GUIDE,QUOTE_STORY,Meditation,0.2727,0,practical guide,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0779,https://echobuddha.com/quotes/awareness/one-breath-before-anger-replies/,https://echobuddha.com/quotes/awareness/thoughts-are-visitors/,QUOTE_STORY,QUOTE_STORY,Mindfulness,0.2667,0.8889,quote/reflection,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0780,https://echobuddha.com/quotes/compassion/gentle-self-compassion/,https://echobuddha.com/quotes/compassion/loving-kindness-without-harm/,QUOTE_STORY,QUOTE_STORY,Compassion,0.2667,0.8889,quote/reflection,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0781,https://echobuddha.com/quotes/compassion/kindness-as-quiet-practice/,https://echobuddha.com/quotes/compassion/loving-kindness-without-harm/,QUOTE_STORY,QUOTE_STORY,Compassion,0.2667,0.8889,quote/reflection,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0782,https://echobuddha.com/quotes/letting-go/open-hands-non-attachment/,https://echobuddha.com/quotes/letting-go/where-attachment-begins/,QUOTE_STORY,QUOTE_STORY,Attachment and Letting Go,0.2667,0.8889,quote/reflection,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0783,https://echobuddha.com/quotes/mindfulness/begin-the-day-with-awareness/,https://echobuddha.com/quotes/mindfulness/gratitude-notices-enough/,QUOTE_STORY,QUOTE_STORY,Mindfulness,0.2667,0.8889,quote/reflection,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0784,https://echobuddha.com/quotes/awareness/one-breath-before-anger-replies/,https://echobuddha.com/quotes/mindfulness/peace-begins-with-attention/,QUOTE_STORY,QUOTE_STORY,Mindfulness,0.2667,0.4783,quote/reflection,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0785,https://echobuddha.com/quotes/compassion/gentle-self-compassion/,https://echobuddha.com/quotes/wisdom/right-speech-with-kindness/,QUOTE_STORY,QUOTE_STORY,Compassion,0.2667,0.4783,quote/reflection,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0786,https://echobuddha.com/quotes/compassion/kindness-as-quiet-practice/,https://echobuddha.com/quotes/wisdom/right-speech-with-kindness/,QUOTE_STORY,QUOTE_STORY,Compassion,0.2667,0.4783,quote/reflection,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0787,https://echobuddha.com/quotes/awareness/feelings-without-the-wheel/,https://echobuddha.com/quotes/renewal/begin-again-without-shame/,QUOTE_STORY,QUOTE_STORY,Mindfulness,0.2667,0.36,quote/reflection,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0788,https://echobuddha.com/quotes/compassion/loving-kindness-without-harm/,https://echobuddha.com/quotes/patience/family-kindness-and-patience/,QUOTE_STORY,QUOTE_STORY,Compassion,0.2667,0.36,quote/reflection,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0789,https://echobuddha.com/articles/compassion-in-buddhism-beginner-guide/,https://echobuddha.com/learn/buddhism-101/four-brahmaviharas/,ARTICLE,BUDDHISM_101,Compassion,0.2667,0.0625,practical guide,comparison,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0790,https://echobuddha.com/articles/what-is-buddhism-beginner-guide/,https://echobuddha.com/start-here/,ARTICLE,LEARN_GUIDE,Beginner Buddhism,0.2667,0,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0791,https://echobuddha.com/quotes/awareness/thoughts-are-visitors/,https://echobuddha.com/quotes/awareness/thoughts-pass-without-commanding-you/,QUOTE_STORY,QUOTE_STORY,Mindfulness,0.25,0.8889,quote/reflection,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0792,https://echobuddha.com/quotes/meditation/few-quiet-minutes/,https://echobuddha.com/quotes/meditation/meditation-is-returning/,QUOTE_STORY,QUOTE_STORY,Meditation,0.25,0.8889,quote/reflection,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0793,https://echobuddha.com/learn/buddhist-dictionary/dukkha/,https://echobuddha.com/learn/buddhist-dictionary/sati/,DICTIONARY_ENTRY,DICTIONARY_ENTRY,Mindfulness,0.25,0.8462,glossary lookup,glossary lookup,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0794,https://echobuddha.com/learn/dhammapada-reflections/avoid-evil-do-good-purify-the-mind/,https://echobuddha.com/learn/dhammapada-reflections/peace-comes-from-a-trained-mind/,LEARN_GUIDE,LEARN_GUIDE,Dhamma / Dharma,0.25,0.8462,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0795,https://echobuddha.com/articles/how-to-practice-non-attachment/,https://echobuddha.com/articles/letting-go-without-giving-up/,ARTICLE,ARTICLE,Attachment and Letting Go,0.25,0.5278,comparison,comparison,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0796,https://echobuddha.com/articles/buddhist-gratitude-practice/,https://echobuddha.com/articles/non-attachment-in-relationships/,ARTICLE,ARTICLE,Attachment and Letting Go,0.25,0.3871,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0797,https://echobuddha.com/quotes/awareness/thoughts-pass-without-commanding-you/,https://echobuddha.com/quotes/renewal/begin-again-without-shame/,QUOTE_STORY,QUOTE_STORY,Mindfulness,0.25,0.36,quote/reflection,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0798,https://echobuddha.com/quotes/meditation/one-honest-breath/,https://echobuddha.com/quotes/mindfulness/gratitude-notices-enough/,QUOTE_STORY,QUOTE_STORY,Mindfulness,0.25,0.36,quote/reflection,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0799,https://echobuddha.com/articles/buddhist-gratitude-practice/,https://echobuddha.com/articles/buddhist-teachings-on-forgiveness/,ARTICLE,ARTICLE,Attachment and Letting Go,0.25,0.3333,practical guide,educational explanation,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0800,https://echobuddha.com/articles/how-to-meditate-for-beginners/,https://echobuddha.com/articles/walking-meditation-step-by-step/,ARTICLE,ARTICLE,Meditation,0.25,0.3171,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0801,https://echobuddha.com/articles/compassion-with-boundaries/,https://echobuddha.com/articles/metta-meditation-script/,ARTICLE,ARTICLE,Compassion,0.25,0.3158,practical guide,script,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0802,https://echobuddha.com/articles/compassion-as-a-daily-discipline/,https://echobuddha.com/articles/right-speech-buddhism/,ARTICLE,ARTICLE,Compassion,0.25,0.25,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0803,https://echobuddha.com/articles/five-precepts-in-daily-life/,https://echobuddha.com/learn/buddhism-101/five-precepts-buddhism/,ARTICLE,BUDDHISM_101,Buddhist Ethics,0.25,0.119,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0804,https://echobuddha.com/articles/three-poisons-buddhism-explained/,https://echobuddha.com/learn/buddhism-101/the-three-jewels-explained/,ARTICLE,BUDDHISM_101,Buddhist Concepts,0.25,0.0909,beginner explanation,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0805,https://echobuddha.com/learn/buddhism-101/the-three-jewels-explained/,https://echobuddha.com/learn/buddhist-dictionary/anatta/,BUDDHISM_101,DICTIONARY_ENTRY,Buddhist Concepts,0.25,0.0909,practical guide,glossary lookup,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0806,https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,https://echobuddha.com/quotes/letting-go/where-attachment-begins/,ARTICLE,QUOTE_STORY,Attachment and Letting Go,0.25,0.0732,practical guide,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0807,https://echobuddha.com/articles/non-attachment-in-relationships/,https://echobuddha.com/quotes/letting-go/caring-without-clinging/,ARTICLE,QUOTE_STORY,Attachment and Letting Go,0.25,0.0541,practical guide,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0808,https://echobuddha.com/learn/buddhist-dictionary/compassion/,https://echobuddha.com/quotes/compassion/gentle-self-compassion/,DICTIONARY_ENTRY,QUOTE_STORY,Compassion,0.25,0.0357,glossary lookup,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0809,https://echobuddha.com/learn/buddhist-dictionary/mindfulness/,https://echobuddha.com/quotes/mindfulness/ground-yourself-gently/,DICTIONARY_ENTRY,QUOTE_STORY,Mindfulness,0.25,0.0357,glossary lookup,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0810,https://echobuddha.com/learn/buddhist-dictionary/mindfulness/,https://echobuddha.com/quotes/mindfulness/peace-begins-with-attention/,DICTIONARY_ENTRY,QUOTE_STORY,Mindfulness,0.25,0.0357,glossary lookup,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0811,https://echobuddha.com/learn/buddhism-101/what-is-karma-in-buddhism/,https://echobuddha.com/quotes/wisdom/karma-begins-in-intention/,BUDDHISM_101,QUOTE_STORY,Karma,0.25,0.0333,practical guide,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0812,https://echobuddha.com/articles/mindfulness-morning-routine/,https://echobuddha.com/quotes/meditation/one-honest-breath/,ARTICLE,QUOTE_STORY,Mindfulness,0.25,0.0238,beginner explanation,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0813,https://echobuddha.com/articles/compassion-as-a-daily-discipline/,https://echobuddha.com/quotes/compassion/gentle-self-compassion/,ARTICLE,QUOTE_STORY,Compassion,0.25,0.0227,practical guide,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0814,https://echobuddha.com/articles/mindfulness-for-better-sleep/,https://echobuddha.com/quotes/awareness/acceptance-before-next-step/,ARTICLE,QUOTE_STORY,Mindfulness,0.25,0.0227,practical guide,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0815,https://echobuddha.com/articles/mindfulness-for-better-sleep/,https://echobuddha.com/quotes/awareness/thoughts-are-visitors/,ARTICLE,QUOTE_STORY,Mindfulness,0.25,0.0227,practical guide,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0816,https://echobuddha.com/articles/mindfulness-for-better-sleep/,https://echobuddha.com/quotes/practice/mindfulness-at-work-breath/,ARTICLE,QUOTE_STORY,Mindfulness,0.25,0.0227,practical guide,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0817,https://echobuddha.com/articles/mindfulness-for-better-sleep/,https://echobuddha.com/quotes/renewal/begin-again-without-shame/,ARTICLE,QUOTE_STORY,Mindfulness,0.25,0.0227,practical guide,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0818,https://echobuddha.com/articles/loving-kindness-meditation-beginners/,https://echobuddha.com/quotes/compassion/kindness-as-quiet-practice/,ARTICLE,QUOTE_STORY,Compassion,0.25,0.0222,practical guide,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0819,https://echobuddha.com/articles/impermanence-in-buddhism/,https://echobuddha.com/quotes/impermanence/meet-change-softly/,ARTICLE,QUOTE_STORY,Impermanence,0.25,0.02,practical guide,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0820,https://echobuddha.com/articles/compassion-as-a-daily-discipline/,https://echobuddha.com/meditation/loving-kindness-meditation/,ARTICLE,MEDITATION_GUIDE,Compassion,0.25,0,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
